No,year,month,day,hour,N,Q,A,TRI,OD
1078,2021,2,14,21,34.69,390.00,5870.84,80.00,0.80
1079,2021,2,14,22,34.69,390.00,5870.83,80.00,0.80
1080,2021,2,14,23,34.69,390.00,5870.82,80.00,0.80
1081,2021,2,15,0,34.69,390.00,5870.81,80.00,0.80
1082,2021,2,15,1,34.69,390.00,5870.80,80.00,0.80
1083,2021,2,15,2,34.69,390.00,5870.79,80.00,0.80
1084,2021,2,15,3,34.69,390.00,5870.78,80.00,0.80
1085,2021,2,15,4,34.69,390.00,5870.77,80.00,0.80
1086,2021,2,15,5,34.70,390.00,5870.76,80.00,0.80
1087,2021,2,15,6,34.70,390.00,5870.75,80.00,0.80
1088,2021,2,15,7,34.70,390.00,5870.74,80.00,0.80
1089,2021,2,15,8,34.70,390.00,5870.73,80.00,0.80
1090,2021,2,15,9,34.70,390.00,5870.71,80.00,0.80
1091,2021,2,15,10,34.70,390.00,5870.70,80.00,0.80
1092,2021,2,15,11,34.70,390.00,5870.69,80.00,0.80
1093,2021,2,15,12,34.70,390.00,5870.68,80.00,0.80
1094,2021,2,15,13,34.70,390.00,5870.67,80.00,0.80
1095,2021,2,15,14,34.70,390.00,5870.66,80.00,0.80
1096,2021,2,15,15,34.70,390.00,5870.65,80.00,0.80
1097,2021,2,15,16,34.70,390.00,5870.64,80.00,0.80
1098,2021,2,15,17,34.70,390.00,5870.63,80.00,0.80
1099,2021,2,15,18,34.70,390.00,5870.62,80.00,0.80
1100,2021,2,15,19,34.70,390.00,5870.61,80.00,0.80
1101,2021,2,15,20,34.70,390.00,5870.60,80.00,0.80
1102,2021,2,15,21,34.71,390.00,5870.59,80.00,0.80
1103,2021,2,15,22,34.71,390.00,5870.58,80.00,0.80
1104,2021,2,15,23,34.71,390.00,5870.57,80.00,0.80
1105,2021,2,16,0,34.71,390.00,5870.56,80.00,0.80
1106,2021,2,16,1,34.71,390.00,5870.55,80.00,0.80
1107,2021,2,16,2,34.71,390.00,5870.53,80.00,0.80
1108,2021,2,16,3,34.71,390.00,5870.52,80.00,0.80
1109,2021,2,16,4,34.71,390.00,5870.51,80.00,0.80
1110,2021,2,16,5,34.71,390.00,5870.50,80.00,0.80
1111,2021,2,16,6,34.71,390.00,5870.49,80.00,0.80
1112,2021,2,16,7,34.71,390.00,5870.48,80.00,0.80
1113,2021,2,16,8,34.71,390.00,5870.47,80.00,0.80
1114,2021,2,16,9,34.71,390.00,5870.46,80.00,0.80
1115,2021,2,16,10,34.71,390.00,5870.45,80.00,0.80
1116,2021,2,16,11,34.71,390.00,5870.44,80.00,0.80
1117,2021,2,16,12,34.71,390.00,5870.43,80.00,0.80
1118,2021,2,16,13,34.71,390.00,5870.42,80.00,0.80
1119,2021,2,16,14,34.71,390.00,5870.41,80.00,0.80
1120,2021,2,16,15,34.72,390.00,5870.40,80.00,0.80
1121,2021,2,16,16,34.72,390.00,5870.39,80.00,0.80
1122,2021,2,16,17,34.72,390.00,5870.38,80.00,0.80
1123,2021,2,16,18,34.72,390.00,5870.37,80.00,0.80
1124,2021,2,16,19,34.72,390.00,5870.35,80.00,0.80
1125,2021,2,16,20,34.72,390.00,5870.34,80.00,0.80
1126,2021,2,16,21,34.72,390.00,5870.33,80.00,0.80
1127,2021,2,16,22,34.72,390.00,5870.32,80.00,0.80
1128,2021,2,16,23,34.72,390.00,5870.31,80.00,0.80
1129,2021,2,17,0,34.72,390.00,5870.30,80.00,0.80
1130,2021,2,17,1,34.72,390.00,5870.29,80.00,0.80
1131,2021,2,17,2,34.72,390.00,5870.28,80.00,0.80
1132,2021,2,17,3,34.72,390.00,5870.27,80.00,0.80
1133,2021,2,17,4,34.72,390.00,5870.26,80.00,0.80
1134,2021,2,17,5,34.72,390.00,5870.25,80.00,0.80
1135,2021,2,17,6,34.72,390.00,5870.24,80.00,0.80
1136,2021,2,17,7,34.72,390.00,5870.23,80.00,0.80
1137,2021,2,17,8,34.72,390.00,5870.22,80.00,0.80
1138,2021,2,17,9,34.72,390.00,5870.21,80.00,0.80
1139,2021,2,17,10,34.72,390.00,5870.20,80.00,0.80
1140,2021,2,17,11,34.72,390.00,5870.18,80.00,0.80
1141,2021,2,17,12,34.72,390.00,5870.17,80.00,0.80
1142,2021,2,17,13,34.72,390.00,5870.16,80.00,0.80
1143,2021,2,17,14,34.72,390.00,5870.15,80.00,0.80
1144,2021,2,17,15,34.72,390.00,5870.14,80.00,0.80
1145,2021,2,17,16,34.72,390.00,5870.13,80.00,0.80
1146,2021,2,17,17,34.72,390.00,5870.12,80.00,0.80
1147,2021,2,17,18,34.72,390.00,5870.11,80.00,0.80
1148,2021,2,17,19,34.72,390.00,5870.10,80.00,0.80
1149,2021,2,17,20,34.72,390.00,5870.09,80.00,0.80
1150,2021,2,17,21,34.72,390.00,5870.08,80.00,0.80
1151,2021,2,17,22,34.72,390.00,5870.07,80.00,0.80
1152,2021,2,17,23,34.72,390.00,5870.06,80.00,0.80
1153,2021,2,18,0,34.72,390.00,5844.77,80.00,0.80
1154,2021,2,18,1,34.56,390.00,5752.63,80.00,0.80
1155,2021,2,18,2,33.83,390.00,5609.68,80.00,0.80
1156,2021,2,18,3,32.48,390.00,5425.38,80.00,0.80
1157,2021,2,18,4,30.67,390.00,5210.17,80.00,0.80
1158,2021,2,18,5,28.51,390.00,4976.46,80.00,0.80
1159,2021,2,18,6,26.11,390.00,4720.02,80.00,0.80
1160,2021,2,18,7,23.53,390.00,4385.02,80.00,0.80
1161,2021,2,18,8,20.76,390.00,3932.40,80.00,0.80
1162,2021,2,18,9,17.77,390.00,3296.94,80.00,0.80
1163,2021,2,18,10,14.76,390.00,2606.69,80.00,0.80
1164,2021,2,18,11,12.08,390.00,2109.48,80.00,0.80
1165,2021,2,18,12,9.98,390.00,1856.82,80.00,0.80
1166,2021,2,18,13,8.50,390.00,1769.51,80.00,0.80
1167,2021,2,18,14,7.71,390.00,1732.86,80.00,0.80
1168,2021,2,18,15,7.40,390.00,1710.99,80.00,0.80
1169,2021,2,18,16,7.30,390.00,1693.33,80.00,0.80
1170,2021,2,18,17,7.25,390.00,1677.47,80.00,0.80
1171,2021,2,18,18,7.19,390.00,1663.46,80.00,0.80
1172,2021,2,18,19,7.13,390.00,1651.19,80.00,0.80
1173,2021,2,18,20,7.08,390.00,1640.04,80.00,0.80
1174,2021,2,18,21,7.05,390.00,1629.68,80.00,0.80
1175,2021,2,18,22,7.02,390.00,1619.67,80.00,0.80
1176,2021,2,18,23,6.99,390.00,1609.84,80.00,0.80
1177,2021,2,19,0,6.96,390.00,1600.33,80.00,0.80
1178,2021,2,19,1,6.94,390.00,1591.27,80.00,0.80
1179,2021,2,19,2,6.91,390.00,1582.23,80.00,0.80
1180,2021,2,19,3,6.89,390.00,1573.49,80.00,0.80
1181,2021,2,19,4,6.88,390.00,1564.91,80.00,0.80
1182,2021,2,19,5,6.86,390.00,1556.51,80.00,0.80
1183,2021,2,19,6,6.84,390.00,1548.28,80.00,0.80
1184,2021,2,19,7,6.83,390.00,1540.26,80.00,0.80
1185,2021,2,19,8,6.81,390.00,1532.30,80.00,0.80
1186,2021,2,19,9,6.80,390.00,1524.64,80.00,0.80
1187,2021,2,19,10,6.78,390.00,1516.90,80.00,0.80
1188,2021,2,19,11,6.77,390.00,1509.38,80.00,0.80
1189,2021,2,19,12,6.76,390.00,1502.01,80.00,0.80
1190,2021,2,19,13,6.75,390.00,1494.86,80.00,0.80
1191,2021,2,19,14,6.73,390.00,1487.78,80.00,0.80
1192,2021,2,19,15,6.72,390.00,1480.85,80.00,0.80
1193,2021,2,19,16,6.71,390.00,1473.95,80.00,0.80
1194,2021,2,19,17,6.70,390.00,1467.30,80.00,0.80
1195,2021,2,19,18,6.69,390.00,1460.81,80.00,0.80
1196,2021,2,19,19,6.68,390.00,1454.36,80.00,0.80
1197,2021,2,19,20,6.67,390.00,1448.25,80.00,0.80
1198,2021,2,19,21,6.66,390.00,1442.18,80.00,0.80
1199,2021,2,19,22,6.65,390.00,1436.22,80.00,0.80
1200,2021,2,19,23,6.64,390.00,1430.37,80.00,0.80
1201,2021,2,20,0,6.63,390.00,1424.53,80.00,0.80
1202,2021,2,20,1,6.62,390.00,1418.92,80.00,0.80
1203,2021,2,20,2,6.62,390.00,1413.55,80.00,0.80
1204,2021,2,20,3,6.61,390.00,1408.11,80.00,0.80
1205,2021,2,20,4,6.60,390.00,1402.71,80.00,0.80
1206,2021,2,20,5,6.59,390.00,1397.70,80.00,0.80
1207,2021,2,20,6,6.58,390.00,1392.70,80.00,0.80
1208,2021,2,20,7,6.58,390.00,1387.87,80.00,0.80
1209,2021,2,20,8,6.57,390.00,1383.06,80.00,0.80
1210,2021,2,20,9,6.56,390.00,1378.35,80.00,0.80
1211,2021,2,20,10,6.55,390.00,1373.80,80.00,0.80
1212,2021,2,20,11,6.55,390.00,1369.33,80.00,0.80
1213,2021,2,20,12,6.54,390.00,1364.97,80.00,0.80
1214,2021,2,20,13,6.53,390.00,1360.65,80.00,0.80
1215,2021,2,20,14,6.52,390.00,1356.48,80.00,0.80
1216,2021,2,20,15,6.52,390.00,1352.39,80.00,0.80
1217,2021,2,20,16,6.51,390.00,1348.40,80.00,0.80
1218,2021,2,20,17,6.51,390.00,1344.49,80.00,0.80
1219,2021,2,20,18,6.50,390.00,1340.67,80.00,0.80
1220,2021,2,20,19,6.49,390.00,1336.93,80.00,0.80
1221,2021,2,20,20,6.49,390.00,1333.27,80.00,0.80
1222,2021,2,20,21,6.48,390.00,1329.70,80.00,0.80
1223,2021,2,20,22,6.48,390.00,1326.21,80.00,0.80
1224,2021,2,20,23,6.47,390.00,1322.79,80.00,0.80
1225,2021,2,21,0,6.47,390.00,1319.46,80.00,0.80
1226,2021,2,21,1,6.46,390.00,1316.20,80.00,0.80
1227,2021,2,21,2,6.46,390.00,1313.01,80.00,0.80
1228,2021,2,21,3,6.45,390.00,1309.90,80.00,0.80
1229,2021,2,21,4,6.45,390.00,1306.86,80.00,0.80
1230,2021,2,21,5,6.44,390.00,1303.89,80.00,0.80
1231,2021,2,21,6,6.44,390.00,1300.99,80.00,0.80
1232,2021,2,21,7,6.44,390.00,1298.16,80.00,0.80
1233,2021,2,21,8,6.43,390.00,1295.39,80.00,0.80
1234,2021,2,21,9,6.43,390.00,1292.69,80.00,0.80
1235,2021,2,21,10,6.42,390.00,1290.05,80.00,0.80
1236,2021,2,21,11,6.42,390.00,1287.48,80.00,0.80
1237,2021,2,21,12,6.42,390.00,1284.97,80.00,0.80
1238,2021,2,21,13,6.41,390.00,1282.51,80.00,0.80
1239,2021,2,21,14,6.41,390.00,1280.12,80.00,0.80
1240,2021,2,21,15,6.41,390.00,1277.79,80.00,0.80
1241,2021,2,21,16,6.40,390.00,1275.52,80.00,0.80
1242,2021,2,21,17,6.40,390.00,1273.30,80.00,0.80
1243,2021,2,21,18,6.40,390.00,1271.13,80.00,0.80
1244,2021,2,21,19,6.39,390.00,1269.03,80.00,0.80
1245,2021,2,21,20,6.39,390.00,1266.97,80.00,0.80
1246,2021,2,21,21,6.39,390.00,1264.97,80.00,0.80
1247,2021,2,21,22,6.39,390.00,1263.01,80.00,0.80
1248,2021,2,21,23,6.38,390.00,1261.11,80.00,0.80
1249,2021,2,22,0,6.36,390.00,1241.87,80.00,0.80
1250,2021,2,22,1,6.36,390.00,1241.87,80.00,0.80
1251,2021,2,22,2,6.36,390.00,1241.87,80.00,0.80
1252,2021,2,22,3,6.36,390.00,1241.87,80.00,0.80
1253,2021,2,22,4,6.36,390.00,1241.87,80.00,0.80
1254,2021,2,22,5,6.36,390.00,1241.87,80.00,0.80
1255,2021,2,22,6,6.36,390.00,1241.87,80.00,0.80
1256,2021,2,22,7,6.35,390.00,1241.87,80.00,0.80
1257,2021,2,22,8,6.35,390.00,1241.87,80.00,0.80
1258,2021,2,22,9,6.35,390.00,1241.87,80.00,0.80
1259,2021,2,22,10,6.35,390.00,1241.87,80.00,0.80
1260,2021,2,22,11,6.35,390.00,1241.87,80.00,0.80
1261,2021,2,22,12,6.33,390.00,1219.34,80.00,0.80
1262,2021,2,22,13,6.33,390.00,1219.34,80.00,0.80
1263,2021,2,22,14,6.33,390.00,1219.34,80.00,0.80
1264,2021,2,22,15,6.33,390.00,1219.34,80.00,0.80
1265,2021,2,22,16,6.33,390.00,1219.34,80.00,0.80
1266,2021,2,22,17,6.33,390.00,1219.34,80.00,0.80
1267,2021,2,22,18,6.33,390.00,1219.34,80.00,0.80
1268,2021,2,22,19,6.33,390.00,1219.34,80.00,0.80
1269,2021,2,22,20,6.33,390.00,1219.34,80.00,0.80
1270,2021,2,22,21,6.33,390.00,1219.34,80.00,0.80
1271,2021,2,22,22,6.33,390.00,1219.34,80.00,0.80
1272,2021,2,22,23,6.33,390.00,1219.34,80.00,0.80
1273,2021,2,23,0,6.31,390.00,1214.05,80.00,0.80
1274,2021,2,23,1,6.31,390.00,1214.05,80.00,0.80
1275,2021,2,23,2,6.31,390.00,1214.05,80.00,0.80
1276,2021,2,23,3,6.31,390.00,1214.05,80.00,0.80
1277,2021,2,23,4,6.31,390.00,1214.05,80.00,0.80
1278,2021,2,23,5,6.31,390.00,1214.05,80.00,0.80
1279,2021,2,23,6,6.31,390.00,1214.05,80.00,0.80
1280,2021,2,23,7,6.31,390.00,1214.05,80.00,0.80
1281,2021,2,23,8,6.31,390.00,1214.05,80.00,0.80
1282,2021,2,23,9,6.31,390.00,1214.05,80.00,0.80
1283,2021,2,23,10,6.31,390.00,1214.05,80.00,0.80
1284,2021,2,23,11,6.31,390.00,1214.05,80.00,0.80
1285,2021,2,23,12,6.30,390.00,1211.26,80.00,0.80
1286,2021,2,23,13,6.30,390.00,1211.26,80.00,0.80
1287,2021,2,23,14,6.30,390.00,1211.26,80.00,0.80
1288,2021,2,23,15,6.30,390.00,1211.26,80.00,0.80
1289,2021,2,23,16,6.30,390.00,1211.26,80.00,0.80
1290,2021,2,23,17,6.30,390.00,1211.26,80.00,0.80
1291,2021,2,23,18,6.30,390.00,1211.26,80.00,0.80
1292,2021,2,23,19,6.30,390.00,1211.26,80.00,0.80
1293,2021,2,23,20,6.30,390.00,1211.26,80.00,0.80
1294,2021,2,23,21,6.30,390.00,1211.26,80.00,0.80
1295,2021,2,23,22,6.30,390.00,1211.26,80.00,0.80
1296,2021,2,23,23,6.30,390.00,1211.26,80.00,0.80
1297,2021,2,24,0,6.30,390.00,1211.26,80.00,0.80
1298,2021,2,24,1,6.30,390.00,1211.26,80.00,0.80
1299,2021,2,24,2,6.30,390.00,1211.26,80.00,0.80
1300,2021,2,24,3,6.30,390.00,1211.26,80.00,0.80
1301,2021,2,24,4,6.30,390.00,1211.26,80.00,0.80
1302,2021,2,24,5,6.30,390.00,1211.26,80.00,0.80
1303,2021,2,24,6,6.30,390.00,1211.26,80.00,0.80
1304,2021,2,24,7,6.30,390.00,1211.26,80.00,0.80
1305,2021,2,24,8,6.30,390.00,1211.26,80.00,0.80
1306,2021,2,24,9,6.30,390.00,1211.26,80.00,0.80
1307,2021,2,24,10,6.30,390.00,1211.26,80.00,0.80
1308,2021,2,24,11,6.30,390.00,1211.26,80.00,0.80
1309,2021,2,24,12,6.30,390.00,1211.26,80.00,0.80
1310,2021,2,24,13,6.30,390.00,1211.26,80.00,0.80
1311,2021,2,24,14,6.30,390.00,1211.26,80.00,0.80
1312,2021,2,24,15,6.30,390.00,1211.26,80.00,0.80
1313,2021,2,24,16,6.30,390.00,1211.26,80.00,0.80
1314,2021,2,24,17,6.29,390.00,1257.41,80.00,0.80
1315,2021,2,24,18,6.29,390.00,1257.41,80.00,0.80
1316,2021,2,24,19,6.29,390.00,1257.41,80.00,0.80
1317,2021,2,24,20,6.29,390.00,1257.41,80.00,0.80
1318,2021,2,24,21,6.29,390.00,1257.41,80.00,0.80
1319,2021,2,24,22,6.29,390.00,1257.41,80.00,0.80
1320,2021,2,24,23,6.29,390.00,1257.41,80.00,0.80
1321,2021,2,25,0,6.29,390.00,1257.41,80.00,0.80
1322,2021,2,25,1,6.29,390.00,1257.41,80.00,0.80
1323,2021,2,25,2,6.29,390.00,1257.41,80.00,0.80
1324,2021,2,25,3,6.29,390.00,1257.41,80.00,0.80
1325,2021,2,25,4,6.29,390.00,1257.41,80.00,0.80
1326,2021,2,25,5,6.29,390.00,1257.41,80.00,0.80
1327,2021,2,25,6,6.29,390.00,1257.41,80.00,0.80
1328,2021,2,25,7,6.29,390.00,1257.41,80.00,0.80
1329,2021,2,25,8,6.29,390.00,1257.41,80.00,0.80
1330,2021,2,25,9,6.29,390.00,1257.41,80.00,0.80
1331,2021,2,25,10,6.29,390.00,1257.41,80.00,0.80
1332,2021,2,25,11,6.29,390.00,1257.41,80.00,0.80
1333,2021,2,25,12,6.28,390.00,1257.41,80.00,0.80
1334,2021,2,25,13,6.28,390.00,1257.41,80.00,0.80
1335,2021,2,25,14,6.28,390.00,1257.41,80.00,0.80
1336,2021,2,25,15,6.28,390.00,1257.41,80.00,0.80
1337,2021,2,25,16,6.28,390.00,1257.41,80.00,0.80
1338,2021,2,25,17,6.28,390.00,1257.41,80.00,0.80
1339,2021,2,25,18,6.28,390.00,1257.41,80.00,0.80
1340,2021,2,25,19,6.28,390.00,1257.41,80.00,0.80
1341,2021,2,25,20,6.28,390.00,1257.41,80.00,0.80
1342,2021,2,25,21,6.28,390.00,1257.41,80.00,0.80
1343,2021,2,25,22,6.28,390.00,1257.41,80.00,0.80
1344,2021,2,25,23,6.28,390.00,1257.41,80.00,0.80
1345,2021,2,26,0,6.28,390.00,1257.41,80.00,0.80
1346,2021,2,26,1,6.28,390.00,1257.41,80.00,0.80
1347,2021,2,26,2,6.28,390.00,1257.41,80.00,0.80
1348,2021,2,26,3,6.28,390.00,1257.41,80.00,0.80
1349,2021,2,26,4,6.28,390.00,1257.41,80.00,0.80
1350,2021,2,26,5,6.28,390.00,1257.41,80.00,0.80
1351,2021,2,26,6,6.28,390.00,1257.41,80.00,0.80
1352,2021,2,26,7,6.28,390.00,1257.41,80.00,0.80
1353,2021,2,26,8,6.28,390.00,1257.41,80.00,0.80
1354,2021,2,26,9,6.28,390.00,1257.41,80.00,0.80
1355,2021,2,26,10,6.28,390.00,1257.41,80.00,0.80
1356,2021,2,26,11,6.28,390.00,1257.41,80.00,0.80
1357,2021,2,26,12,6.28,390.00,1257.41,80.00,0.80
1358,2021,2,26,13,6.28,390.00,1257.41,80.00,0.80
1359,2021,2,26,14,6.28,390.00,1257.41,80.00,0.80
1360,2021,2,26,15,6.28,390.00,1257.41,80.00,0.80
1361,2021,2,26,16,6.28,390.00,1257.41,80.00,0.80
1362,2021,2,26,17,6.28,390.00,1257.41,80.00,0.80
1363,2021,2,26,18,6.28,390.00,1257.41,80.00,0.80
1364,2021,2,26,19,6.28,390.00,1257.41,80.00,0.80
1365,2021,2,26,20,6.28,390.00,1257.41,80.00,0.80
1366,2021,2,26,21,6.28,390.00,1257.41,80.00,0.80
1367,2021,2,26,22,6.28,390.00,1257.41,80.00,0.80
1368,2021,2,26,23,6.28,390.00,1257.41,80.00,0.80
1369,2021,2,27,0,6.27,390.00,1257.41,80.00,0.80
1370,2021,2,27,1,6.27,390.00,1257.41,80.00,0.80
1371,2021,2,27,2,6.27,390.00,1257.41,80.00,0.80
1372,2021,2,27,3,6.27,390.00,1257.41,80.00,0.80
1373,2021,2,27,4,6.27,390.00,1257.41,80.00,0.80
1374,2021,2,27,5,6.27,390.00,1257.41,80.00,0.80
1375,2021,2,27,6,6.27,390.00,1257.41,80.00,0.80
1376,2021,2,27,7,6.27,390.00,1257.41,80.00,0.80
1377,2021,2,27,8,6.27,390.00,1257.41,80.00,0.80
1378,2021,2,27,9,6.27,390.00,1257.41,80.00,0.80
1379,2021,2,27,10,6.27,390.00,1257.41,80.00,0.80
1380,2021,2,27,11,6.27,390.00,1257.41,80.00,0.80
1381,2021,2,27,12,6.27,390.00,1257.41,80.00,0.80
1382,2021,2,27,13,6.27,390.00,1257.41,80.00,0.80
1383,2021,2,27,14,6.27,390.00,1257.41,80.00,0.80
1384,2021,2,27,15,6.27,390.00,1257.41,80.00,0.80
1385,2021,2,27,16,6.27,390.00,1257.41,80.00,0.80
1386,2021,2,27,17,6.27,390.00,1257.41,80.00,0.80
1387,2021,2,27,18,6.27,390.00,1257.41,80.00,0.80
1388,2021,2,27,19,6.27,390.00,1257.41,80.00,0.80
1389,2021,2,27,20,6.27,390.00,1257.41,80.00,0.80
1390,2021,2,27,21,6.27,390.00,1257.41,80.00,0.80
1391,2021,2,27,22,6.27,390.00,1257.41,80.00,0.80
1392,2021,2,27,23,6.27,390.00,1257.41,80.00,0.80
1393,2021,2,28,0,6.28,390.00,1257.41,80.00,0.80
1394,2021,2,28,1,6.28,390.00,1257.41,80.00,0.80
1395,2021,2,28,2,6.28,390.00,1257.41,80.00,0.80
1396,2021,2,28,3,6.28,390.00,1257.41,80.00,0.80
1397,2021,2,28,4,6.28,390.00,1257.41,80.00,0.80
1398,2021,2,28,5,6.28,390.00,1257.41,80.00,0.80
1399,2021,2,28,6,6.28,390.00,1257.41,80.00,0.80
1400,2021,2,28,7,6.28,390.00,1257.41,80.00,0.80
1401,2021,2,28,8,6.28,390.00,1257.41,80.00,0.80
1402,2021,2,28,9,6.28,390.00,1257.41,80.00,0.80
1403,2021,2,28,10,6.28,390.00,1257.41,80.00,0.80
1404,2021,2,28,11,6.28,390.00,1257.41,80.00,0.80
1405,2021,2,28,12,6.29,390.00,1257.41,80.00,0.80
1406,2021,2,28,13,6.29,390.00,1257.41,80.00,0.80
1407,2021,2,28,14,6.29,390.00,1257.41,80.00,0.80
1408,2021,2,28,15,6.29,390.00,1257.41,80.00,0.80
1409,2021,2,28,16,6.29,390.00,1257.41,80.00,0.80
1410,2021,2,28,17,6.29,390.00,1257.41,80.00,0.80
1411,2021,2,28,18,6.29,390.00,1257.41,80.00,0.80
1412,2021,2,28,19,6.29,390.00,1257.41,80.00,0.80
1413,2021,2,28,20,6.29,390.00,1257.41,80.00,0.80
1414,2021,2,28,21,6.29,390.00,1257.41,80.00,0.80
1415,2021,2,28,22,6.29,390.00,1257.41,80.00,0.80
1416,2021,2,28,23,6.29,390.00,1257.41,80.00,0.80
1417,2021,3,1,0,6.30,390.00,1257.41,80.00,0.80
1418,2021,3,1,1,6.30,390.00,1257.41,80.00,0.80
1419,2021,3,1,2,6.30,390.00,1257.41,80.00,0.80
1420,2021,3,1,3,6.30,390.00,1257.41,80.00,0.80
1421,2021,3,1,4,6.30,390.00,1257.41,80.00,0.80
1422,2021,3,1,5,6.30,390.00,1257.41,80.00,0.80
1423,2021,3,1,6,6.30,390.00,1257.41,80.00,0.80
1424,2021,3,1,7,6.30,390.00,1257.41,80.00,0.80
1425,2021,3,1,8,6.30,390.00,1257.41,80.00,0.80
1426,2021,3,1,9,6.30,390.00,1257.41,80.00,0.80
1427,2021,3,1,10,6.30,390.00,1257.41,80.00,0.80
1428,2021,3,1,11,6.30,390.00,1257.41,80.00,0.80
1429,2021,3,1,12,6.31,390.00,1257.41,80.00,0.80
1430,2021,3,1,13,6.31,390.00,1257.41,80.00,0.80
1431,2021,3,1,14,6.31,390.00,1257.41,80.00,0.80
1432,2021,3,1,15,6.31,390.00,1257.41,80.00,0.80
1433,2021,3,1,16,6.31,390.00,1257.41,80.00,0.80
1434,2021,3,1,17,6.31,390.00,1257.41,80.00,0.80
1435,2021,3,1,18,6.31,390.00,1257.41,80.00,0.80
1436,2021,3,1,19,6.31,390.00,1257.41,80.00,0.80
1437,2021,3,1,20,6.31,390.00,1257.41,80.00,0.80
1438,2021,3,1,21,6.31,390.00,1257.41,80.00,0.80
1439,2021,3,1,22,6.31,390.00,1257.41,80.00,0.80
1440,2021,3,1,23,6.31,390.00,1257.41,80.00,0.80
1441,2021,3,2,0,6.31,390.00,1257.41,80.00,0.80
1442,2021,3,2,1,6.31,390.00,1257.41,80.00,0.80
1443,2021,3,2,2,6.31,390.00,1257.41,80.00,0.80
1444,2021,3,2,3,6.31,390.00,1257.41,80.00,0.80
1445,2021,3,2,4,6.31,390.00,1257.41,80.00,0.80
1446,2021,3,2,5,6.31,390.00,1257.41,80.00,0.80
1447,2021,3,2,6,6.31,390.00,1257.41,80.00,0.80
1448,2021,3,2,7,6.31,390.00,1257.41,80.00,0.80
1449,2021,3,2,8,6.31,390.00,1257.41,80.00,0.80
1450,2021,3,2,9,6.31,390.00,1257.41,80.00,0.80
1451,2021,3,2,10,6.31,390.00,1257.41,80.00,0.80
1452,2021,3,2,11,6.31,390.00,1257.41,80.00,0.80
1453,2021,3,2,12,6.33,390.00,1257.41,80.00,0.80
1454,2021,3,2,13,6.33,390.00,1257.41,80.00,0.80
1455,2021,3,2,14,6.33,390.00,1257.41,80.00,0.80
1456,2021,3,2,15,6.33,390.00,1257.41,80.00,0.80
1457,2021,3,2,16,6.33,390.00,1257.41,80.00,0.80
1458,2021,3,2,17,6.33,390.00,1257.41,80.00,0.80
1459,2021,3,2,18,6.33,390.00,1257.41,80.00,0.80
1460,2021,3,2,19,6.33,390.00,1257.41,80.00,0.80
1461,2021,3,2,20,6.33,390.00,1257.41,80.00,0.80
1462,2021,3,2,21,6.33,390.00,1257.41,80.00,0.80
1463,2021,3,2,22,6.33,390.00,1257.41,80.00,0.80
1464,2021,3,2,23,6.33,390.00,1257.41,80.00,0.80
1465,2021,3,3,0,6.34,390.00,1257.41,80.00,0.80
1466,2021,3,3,1,6.34,390.00,1257.41,80.00,0.80
1467,2021,3,3,2,6.34,390.00,1257.41,80.00,0.80
1468,2021,3,3,3,6.34,390.00,1257.41,80.00,0.80
1469,2021,3,3,4,6.34,390.00,1257.41,80.00,0.80
1470,2021,3,3,5,6.34,390.00,1257.41,80.00,0.80
1471,2021,3,3,6,6.34,390.00,1257.41,80.00,0.80
1472,2021,3,3,7,6.34,390.00,1257.41,80.00,0.80
1473,2021,3,3,8,6.34,390.00,1257.41,80.00,0.80
1474,2021,3,3,9,6.34,390.00,1257.41,80.00,0.80
1475,2021,3,3,10,6.34,390.00,1257.41,80.00,0.80
1476,2021,3,3,11,6.34,390.00,1257.41,80.00,0.80
1477,2021,3,3,12,6.35,390.00,1257.41,80.00,0.80
1478,2021,3,3,13,6.35,390.00,1257.41,80.00,0.80
1479,2021,3,3,14,6.35,390.00,1257.41,80.00,0.80
1480,2021,3,3,15,6.35,390.00,1257.41,80.00,0.80
1481,2021,3,3,16,6.35,390.00,1257.41,80.00,0.80
1482,2021,3,3,17,6.35,390.00,1257.41,80.00,0.80
1483,2021,3,3,18,6.35,390.00,1257.41,80.00,0.80
1484,2021,3,3,19,6.35,390.00,1257.41,80.00,0.80
1485,2021,3,3,20,6.35,390.00,1257.41,80.00,0.80
1486,2021,3,3,21,6.35,390.00,1257.41,80.00,0.80
1487,2021,3,3,22,6.35,390.00,1257.41,80.00,0.80
1488,2021,3,3,23,6.35,390.00,1257.41,80.00,0.80
1489,2021,3,4,0,6.37,390.00,1257.41,80.00,0.80
1490,2021,3,4,1,6.37,390.00,1257.41,80.00,0.80
1491,2021,3,4,2,6.37,390.00,1257.41,80.00,0.80
1492,2021,3,4,3,6.37,390.00,1257.41,80.00,0.80
1493,2021,3,4,4,6.37,390.00,1257.41,80.00,0.80
1494,2021,3,4,5,6.37,390.00,1257.41,80.00,0.80
1495,2021,3,4,6,6.37,390.00,1257.41,80.00,0.80
1496,2021,3,4,7,6.37,390.00,1257.41,80.00,0.80
1497,2021,3,4,8,6.37,390.00,1257.41,80.00,0.80
1498,2021,3,4,9,6.37,390.00,1257.41,80.00,0.80
1499,2021,3,4,10,6.37,390.00,1257.41,80.00,0.80
1500,2021,3,4,11,6.37,390.00,1257.41,80.00,0.80
