N,Q,A,TRI,OD
21.21,230.00,3083.95,421.00,0.80
21.23,230.00,3083.95,421.00,0.80
21.23,230.00,3083.95,421.00,0.80
21.23,230.00,3083.95,421.00,0.80
21.23,230.00,3083.95,421.00,0.80
21.23,230.00,3083.95,421.00,0.80
21.23,230.00,3083.95,421.00,0.80
21.23,230.00,3083.95,421.00,0.80
21.23,230.00,3083.95,421.00,0.80
21.23,230.00,3083.95,421.00,0.80
21.23,230.00,3083.95,421.00,0.80
21.23,230.00,3083.95,421.00,0.80
21.23,230.00,3083.95,421.00,0.80
21.25,230.00,3083.95,421.00,0.80
21.25,230.00,3083.95,421.00,0.80
21.25,230.00,3083.95,421.00,0.80
21.25,230.00,3083.95,421.00,0.80
21.25,230.00,3083.95,421.00,0.80
21.25,230.00,3083.95,421.00,0.80
21.25,230.00,3083.95,421.00,0.80
21.25,230.00,3083.95,421.00,0.80
21.25,230.00,3083.95,421.00,0.80
21.25,230.00,3083.95,421.00,0.80
21.25,230.00,3083.95,421.00,0.80
21.25,230.00,3083.95,421.00,0.80
21.27,230.00,3083.95,421.00,0.80
21.27,230.00,3083.95,421.00,0.80
21.27,230.00,3083.95,421.00,0.80
21.27,230.00,3083.95,421.00,0.80
21.27,230.00,3083.95,421.00,0.80
21.27,230.00,3083.95,421.00,0.80
21.27,230.00,3083.95,421.00,0.80
21.27,230.00,3083.95,421.00,0.80
21.27,230.00,3083.95,421.00,0.80
21.27,230.00,3083.95,421.00,0.80
21.27,230.00,3083.95,421.00,0.80
21.27,230.00,3083.95,421.00,0.80
21.29,230.00,3083.95,421.00,0.80
21.29,230.00,3083.95,421.00,0.80
21.29,230.00,3083.95,421.00,0.80
21.29,230.00,3083.95,421.00,0.80
21.29,230.00,3083.95,421.00,0.80
21.29,230.00,3083.95,421.00,0.80
21.29,230.00,3083.95,421.00,0.80
21.29,230.00,3083.95,421.00,0.80
21.29,230.00,3083.95,421.00,0.80
21.29,230.00,3083.95,421.00,0.80
21.29,230.00,3083.95,421.00,0.80
21.29,230.00,3083.95,421.00,0.80
21.31,230.00,3083.95,421.00,0.80
21.31,230.00,3083.95,421.00,0.80
21.31,230.00,3083.95,421.00,0.80
21.31,230.00,3083.95,421.00,0.80
21.31,230.00,3083.95,421.00,0.80
21.31,230.00,3083.95,421.00,0.80
21.31,230.00,3083.95,421.00,0.80
21.31,230.00,3083.95,421.00,0.80
21.31,230.00,3083.95,421.00,0.80
21.31,230.00,3083.95,421.00,0.80
21.31,230.00,3083.95,421.00,0.80
21.31,230.00,3083.95,421.00,0.80
21.33,230.00,3084.80,421.00,0.80
21.33,230.00,3084.80,421.00,0.80
21.33,230.00,3084.80,421.00,0.80
21.33,230.00,3084.80,421.00,0.80
21.33,230.00,3084.80,421.00,0.80
21.33,230.00,3084.80,421.00,0.80
21.33,230.00,3084.80,421.00,0.80
21.33,230.00,3084.80,421.00,0.80
21.33,230.00,3084.80,421.00,0.80
21.33,230.00,3084.80,421.00,0.80
21.33,230.00,3084.80,421.00,0.80
21.33,230.00,3084.80,421.00,0.80
21.35,230.00,3084.80,421.00,0.80
21.35,230.00,3084.80,421.00,0.80
21.35,230.00,3084.80,421.00,0.80
21.35,230.00,3084.80,421.00,0.80
21.35,230.00,3084.80,421.00,0.80
21.35,230.00,3084.80,421.00,0.80
21.35,230.00,3084.80,421.00,0.80
21.35,230.00,3084.80,421.00,0.80
21.35,230.00,3084.80,421.00,0.80
21.35,230.00,3084.80,421.00,0.80
21.35,230.00,3084.80,421.00,0.80
21.35,230.00,3084.80,421.00,0.80
21.37,230.00,3084.80,421.00,0.80
21.37,230.00,3084.80,421.00,0.80
21.37,230.00,3084.80,421.00,0.80
21.37,230.00,3084.80,421.00,0.80
21.37,230.00,3084.80,421.00,0.80
21.37,230.00,3084.80,421.00,0.80
21.37,230.00,3084.80,421.00,0.80
21.37,230.00,3084.80,421.00,0.80
21.37,230.00,3084.80,421.00,0.80
21.37,230.00,3084.80,421.00,0.80
21.37,230.00,3084.80,421.00,0.80
21.37,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.40,230.00,3084.80,421.00,0.80
21.41,230.00,3084.80,421.00,0.80
21.41,230.00,3084.80,421.00,0.80
21.41,230.00,3084.80,421.00,0.80
21.41,230.00,3084.80,421.00,0.80
21.42,230.00,3084.80,421.00,0.80
21.42,230.00,3084.80,421.00,0.80
21.42,230.00,3084.80,421.00,0.80
21.42,230.00,3084.80,421.00,0.80
21.43,230.00,3084.80,421.00,0.80
21.43,230.00,3084.80,421.00,0.80
21.44,230.00,3084.80,421.00,0.80
21.44,230.00,3084.80,421.00,0.80
21.45,230.00,3084.80,421.00,0.80
21.45,230.00,3084.80,421.00,0.80
21.46,230.00,3084.80,421.00,0.80
21.46,230.00,3084.80,421.00,0.80
21.47,230.00,3084.80,421.00,0.80
21.47,230.00,3084.80,421.00,0.80
21.48,230.00,3084.80,421.00,0.80
21.48,230.00,3084.80,421.00,0.80
21.49,230.00,3084.80,421.00,0.80
21.49,230.00,3084.80,421.00,0.80
21.53,230.00,3089.07,421.00,0.80
21.53,230.00,3089.07,421.00,0.80
21.53,230.00,3089.07,421.00,0.80
21.53,230.00,3089.07,421.00,0.80
21.53,230.00,3089.07,421.00,0.80
21.53,230.00,3089.07,421.00,0.80
21.53,230.00,3089.07,421.00,0.80
21.53,230.00,3089.07,421.00,0.80
21.53,230.00,3089.07,421.00,0.80
21.53,230.00,3089.07,421.00,0.80
21.53,230.00,3089.07,421.00,0.80
21.53,230.00,3089.07,421.00,0.80
22.07,230.00,3273.30,600.00,0.80
22.05,230.00,3172.16,600.00,0.80
22.01,230.00,3161.36,600.00,0.80
22.02,230.00,3160.69,600.00,0.80
22.05,230.00,3160.83,600.00,0.80
22.07,230.00,3161.03,600.00,0.80
22.09,230.00,3161.10,600.00,0.80
22.10,230.00,3161.42,600.00,0.80
22.10,230.00,3161.25,600.00,0.80
22.11,230.00,3161.82,600.00,0.80
22.12,230.00,3161.89,600.00,0.80
22.12,230.00,3162.11,600.00,0.80
22.12,230.00,3162.32,600.00,0.80
22.13,230.00,3162.52,600.00,0.80
22.13,230.00,3162.72,600.00,0.80
22.13,230.00,3162.91,600.00,0.80
22.13,230.00,3163.10,600.00,0.80
22.14,230.00,3163.29,600.00,0.80
22.14,230.00,3163.47,600.00,0.80
22.14,230.00,3163.64,600.00,0.80
22.14,230.00,3163.82,600.00,0.80
22.14,230.00,3163.99,600.00,0.80
22.15,230.00,3164.16,600.00,0.80
22.15,230.00,3164.32,600.00,0.80
22.16,230.00,3168.74,600.00,0.80
22.16,230.00,3168.74,600.00,0.80
22.16,230.00,3168.74,600.00,0.80
22.16,230.00,3168.74,600.00,0.80
22.16,230.00,3168.74,600.00,0.80
22.16,230.00,3168.74,600.00,0.80
22.16,230.00,3168.74,600.00,0.80
22.16,230.00,3168.74,600.00,0.80
22.16,230.00,3168.74,600.00,0.80
22.16,230.00,3168.74,600.00,0.80
22.16,230.00,3168.74,600.00,0.80
22.16,230.00,3168.74,600.00,0.80
22.17,230.00,4551.90,600.00,2.00
22.28,230.00,4512.16,600.00,2.00
22.50,230.00,4503.57,600.00,2.00
22.67,230.00,4498.79,600.00,2.00
22.78,230.00,4496.40,600.00,2.00
22.87,230.00,4495.76,600.00,2.00
22.94,230.00,4495.30,600.00,2.00
23.00,230.00,4495.40,600.00,2.00
23.05,230.00,4496.41,600.00,2.00
23.09,230.00,4496.67,600.00,2.00
23.13,230.00,4497.47,600.00,2.00
23.17,230.00,4497.92,600.00,2.00
23.20,230.00,4498.58,600.00,2.00
23.22,230.00,4499.13,600.00,2.00
23.24,230.00,4499.70,600.00,2.00
23.26,230.00,4500.24,600.00,2.00
23.28,230.00,4500.78,600.00,2.00
23.29,230.00,4501.29,600.00,2.00
23.30,230.00,4501.80,600.00,2.00
23.31,230.00,4502.29,600.00,2.00
23.32,230.00,4502.76,600.00,2.00
23.33,230.00,4503.23,600.00,2.00
23.34,230.00,4503.68,600.00,2.00
23.35,230.00,4504.12,600.00,2.00
23.35,230.00,4504.55,600.00,2.00
23.35,230.00,4504.97,600.00,2.00
23.36,230.00,4505.38,600.00,2.00
23.36,230.00,4505.78,600.00,2.00
23.36,230.00,4506.18,600.00,2.00
23.37,230.00,4506.57,600.00,2.00
23.37,230.00,4506.95,600.00,2.00
23.37,230.00,4507.32,600.00,2.00
23.37,230.00,4507.69,600.00,2.00
23.37,230.00,4508.05,600.00,2.00
23.37,230.00,4508.41,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
23.37,230.00,4508.76,600.00,2.00
22.41,230.00,4198.46,421.00,2.00
22.44,230.00,4331.04,421.00,2.00
22.50,230.00,4344.95,421.00,2.00
22.52,230.00,4344.92,421.00,2.00
22.51,230.00,4343.76,421.00,2.00
22.50,230.00,4343.04,421.00,2.00
22.49,230.00,4342.69,421.00,2.00
22.49,230.00,4342.41,421.00,2.00
22.49,230.00,4342.49,421.00,2.00
22.49,230.00,4342.15,421.00,2.00
22.49,230.00,4342.00,421.00,2.00
22.49,230.00,4341.80,421.00,2.00
22.49,230.00,4341.65,421.00,2.00
22.49,230.00,4341.50,421.00,2.00
22.49,230.00,4341.33,421.00,2.00
22.49,230.00,4341.17,421.00,2.00
22.48,230.00,4341.02,421.00,2.00
22.48,230.00,4340.87,421.00,2.00
22.48,230.00,4340.71,421.00,2.00
22.48,230.00,4340.55,421.00,2.00
22.48,230.00,4340.41,421.00,2.00
22.48,230.00,4340.27,421.00,2.00
22.48,230.00,4340.13,421.00,2.00
22.48,230.00,4339.99,421.00,2.00
22.47,230.00,4339.99,421.00,2.00
22.47,230.00,4339.99,421.00,2.00
22.47,230.00,4339.99,421.00,2.00
22.47,230.00,4339.99,421.00,2.00
22.47,230.00,4339.99,421.00,2.00
22.47,230.00,4339.99,421.00,2.00
22.47,230.00,4339.99,421.00,2.00
22.47,230.00,4339.99,421.00,2.00
22.47,230.00,4339.99,421.00,2.00
22.47,230.00,4339.99,421.00,2.00
22.47,230.00,4339.99,421.00,2.00
22.47,230.00,4339.99,421.00,2.00
22.46,230.00,4339.99,421.00,2.00
22.46,230.00,4339.99,421.00,2.00
22.46,230.00,4339.99,421.00,2.00
22.46,230.00,4339.99,421.00,2.00
22.46,230.00,4339.99,421.00,2.00
22.46,230.00,4339.99,421.00,2.00
22.46,230.00,4339.99,421.00,2.00
22.46,230.00,4339.99,421.00,2.00
22.46,230.00,4339.99,421.00,2.00
22.46,230.00,4339.99,421.00,2.00
22.46,230.00,4339.99,421.00,2.00
22.46,230.00,4339.99,421.00,2.00
22.45,230.00,4339.99,421.00,2.00
22.45,230.00,4339.99,421.00,2.00
22.45,230.00,4339.99,421.00,2.00
22.45,230.00,4339.99,421.00,2.00
22.45,230.00,4339.99,421.00,2.00
22.45,230.00,4339.99,421.00,2.00
22.45,230.00,4339.99,421.00,2.00
22.45,230.00,4339.99,421.00,2.00
22.45,230.00,4339.99,421.00,2.00
22.45,230.00,4339.99,421.00,2.00
22.45,230.00,4339.99,421.00,2.00
22.45,230.00,4339.99,421.00,2.00
22.44,230.00,4339.99,421.00,2.00
22.44,230.00,4339.99,421.00,2.00
22.44,230.00,4339.99,421.00,2.00
22.44,230.00,4339.99,421.00,2.00
22.44,230.00,4339.99,421.00,2.00
22.44,230.00,4339.99,421.00,2.00
22.44,230.00,4339.99,421.00,2.00
22.44,230.00,4339.99,421.00,2.00
22.44,230.00,4339.99,421.00,2.00
22.44,230.00,4339.99,421.00,2.00
22.44,230.00,4339.99,421.00,2.00
22.44,230.00,4339.99,421.00,2.00
22.43,230.00,4339.99,421.00,2.00
22.43,230.00,4339.99,421.00,2.00
22.43,230.00,4339.99,421.00,2.00
22.43,230.00,4339.99,421.00,2.00
22.43,230.00,4339.99,421.00,2.00
22.43,230.00,4339.99,421.00,2.00
22.43,230.00,4339.99,421.00,2.00
22.43,230.00,4339.99,421.00,2.00
22.43,230.00,4339.99,421.00,2.00
22.43,230.00,4339.99,421.00,2.00
22.43,230.00,4339.99,421.00,2.00
22.43,230.00,4339.99,421.00,2.00
22.42,230.00,4339.99,421.00,2.00
22.42,230.00,4339.99,421.00,2.00
22.42,230.00,4339.99,421.00,2.00
22.42,230.00,4339.99,421.00,2.00
22.42,230.00,4339.99,421.00,2.00
22.42,230.00,4339.99,421.00,2.00
22.41,230.00,4339.99,421.00,2.00
22.41,230.00,4339.99,421.00,2.00
22.41,230.00,4339.99,421.00,2.00
22.41,230.00,4339.99,421.00,2.00
22.41,230.00,4339.99,421.00,2.00
22.41,230.00,4339.99,421.00,2.00
22.40,230.00,4330.48,421.00,2.00
22.40,230.00,4330.48,421.00,2.00
22.40,230.00,4330.48,421.00,2.00
22.40,230.00,4330.48,421.00,2.00
22.40,230.00,4330.48,421.00,2.00
22.40,230.00,4330.48,421.00,2.00
22.40,230.00,4330.48,421.00,2.00
22.40,230.00,4330.48,421.00,2.00
22.40,230.00,4330.48,421.00,2.00
22.40,230.00,4330.48,421.00,2.00
22.40,230.00,4330.48,421.00,2.00
22.40,230.00,4330.48,421.00,2.00
22.39,230.00,4330.48,421.00,2.00
22.39,230.00,4330.48,421.00,2.00
22.39,230.00,4330.48,421.00,2.00
22.39,230.00,4330.48,421.00,2.00
22.39,230.00,4330.48,421.00,2.00
22.39,230.00,4330.48,421.00,2.00
22.39,230.00,4330.48,421.00,2.00
22.39,230.00,4330.48,421.00,2.00
22.39,230.00,4330.48,421.00,2.00
22.39,230.00,4330.48,421.00,2.00
22.39,230.00,4330.48,421.00,2.00
22.39,230.00,4330.48,421.00,2.00
22.38,230.00,4330.48,421.00,2.00
22.38,230.00,4330.48,421.00,2.00
22.38,230.00,4330.48,421.00,2.00
22.38,230.00,4330.48,421.00,2.00
22.38,230.00,4330.48,421.00,2.00
